Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Y haplogroup (manual curation in ISOGG format)
3927	R1b1a1b1a1a2c1a5c
3882	R1b1a1b1a1a2c1
3641	R1b1a1b1a1a2b1
4175	n/a (female)
3936	n/a (female)
3517	n/a (female)
4113	R1b1a1b1a1a2c1
4063	n/a (female)
4063	n/a (female)
3978	..
3477	..
4200	..
3989	..
2495	n/a (female)
2436	n/a (female)
1916	R1b1a1b1a1a2c1
2810	R1b1a1b1a1a2c1
2824	R1b1a1b1a1a2
2843	n/a (female)
2844	n/a (female)
1920	n/a (female)
1955	I2a1b1a1a1
2055	n/a (female)
2060	R1b1a1b1a1a
2000	F
1945	R1b1a1b1a1a2c1
1916	R1b1a1b1a1a2c1
2002	R1b1a1b1a1a2c1a1a
1908	R1b1a1b
2031	R1b1a1b1a1a2c1
2037	R1b1a1b1a1a2c1
1912	R1b1a1b1a1a2c1a4b2b1
1971	n/a (female)
3361	n/a (female)
3224	R1b1a1b1a1a2c1
3287	n/a (female)
3311	I2a1b1a1a1
3081	R1b1a1b1a1a2
3081	..
5186	n/a (female)
5178	I2a1a2
5173	I2a1a2
5410	I2a1a2
6290	n/a (female)
6290	n/a (female)
6290	n/a (female)
2250	R1b1a1b1a1a2c1a2
2257	n/a (female)
2208	R1b1a1b1a1a2b1
2069	R1b1a1b1a1a2c1a1a
2202	n/a (female)
2208	R1b1a1b1a1a2c1
2165	n/a (female)
2110	R1b1a1b1a1a2
2120	R1b1a1b1a1a2
5130	I2a1a2
4800	I2a1a2
4471	I2a1a2
4957	I2a1a2
5639	n/a (female)
5567	I2a1a2
5523	I2a1a2a1a2a
5397	n/a (female)
5375	I2a1a2
5380	I2a1b1a2
5160	n/a (female)
5814	I2a1b1a1a1
5637	n/a (female)
5571	I2a1a2
4433	I2a1a2
4877	I2a1b1a1a1b
5138	n/a (female)
5115	I2a1a2a1a2a
4843	I2a1b2
5140	I2a1a2a1a2a
5104	I2a1a2
5173	n/a (female)
5397	n/a (female)
5149	n/a (female)
5446	I2a1a2
5461	I2a1b1a1a1
5397	n/a (female)
5350	I2a1b
4998	n/a (female)
5600	n/a (female)
5600	n/a (female)
5100	n/a (female)
5100	n/a (female)
5182	I2a1a2a1a2a
5800	I2a1b1
5624	I2a1b
5551	n/a (female)
5440	I2a1b1a1a1
5517	I2a1b1a1a1b
5350	n/a (female)
5440	I2a2a1a1a
5350	n/a (female)
5440	I2a2a1a1a
5448	I2a1a2a1a2a
5394	I2a1b1a1a1
5613	I2a1b1a1a2~
5475	n/a (female)
4800	..
5571	..
5350	..
5600	n/a (female)
5600	n/a (female)
5100	n/a (female)
5100	n/a (female)
3900	n/a (female)
3900	n/a (female)
3900	..
3900	n/a (female)
3900	n/a (female)
3966	..
6125	n/a (female)
6125	..
4942	n/a (female)
7424	..
6560	..
6482	..
7600	n/a (female)
4306	..
9713	n/a (female)
8740	..
9750	n/a (female)
9750	n/a (female)
7867	n/a (female)
8499	n/a (female)
8458	n/a (female)
8455	n/a (female)
8505	n/a (female)
7803	..
7813	..
8115	..
8763	..
8058	n/a (female)
8001	n/a (female)
9500	n/a (female)
10835	..
10038	..
9500	..
9993	n/a (female)
10333	n/a (female)
10805	..
10530	n/a (female)
10785	n/a (female)
8838	..
8156	..
8000	n/a (female)
9750	..
9750	..
7825	..
11198	n/a (female)
7901	..
9500	n/a (female)
11465	n/a (female)
8869	..
8088	..
10040	..
7684	n/a (female)
8006	n/a (female)
8017	..
2903	..
3894	n/a (female)
3900	..
3900	n/a (female)
3900	..
3900	n/a (female)
3900	n/a (female)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	..
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
3900	n/a  (sex unknown)
2525	n/a (female)
2576	n/a (female)
2525	n/a (female)
2525	n/a (female)
2525	n/a (female)
2525	n/a (female)
2525	..
2525	n/a (female)
2525	..
2525	n/a (female)
2525	n/a (female)
2614	n/a (female)
2525	n/a (female)
2525	..
2525	..
2525	n/a (female)
2525	..
2525	n/a (female)
2525	..
2525	n/a (female)
1967	n/a (female)
2011	..
2046	..
2046	..
2051	n/a (female)
2446	n/a (female)
2425	n/a (female)
2425	..
2459	..
2540	..
2574	..
2605	..
2693	n/a (female)
2674	n/a (female)
2593	n/a (female)
2799	n/a (female)
2600	..
3296	..
2272	..
1888	A1b1b2
1910	..
2039	n/a  (sex unknown)
2037	A1b1b2
2245	..
3725	n/a (female)
3725	R1b1a1b1a1a2
3600	n/a (female)
3725	n/a (female)
3825	n/a (female)
3600	R1b1a1b1a1a2
3600	R1b1a1b1a1a2a1
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3600	n/a (female)
3600	n/a (female)
3770	n/a (female)
3713	n/a (female)
3821	n/a (female)
3800	R1b1a1b1a1a2
3825	n/a (female)
3780	R1b1a1b1a1a2a1
3825	R1b1a1b1a1a2
3825	n/a (female)
3825	R1b1a1b1a1a2a1
3773	n/a (female)
3803	R1b1a1b1a1a2a1
3752	R1b1a1b1a1a2a1
3825	n/a (female)
3946	n/a (female)
3825	R1b1a1b1a1a2a1
3825	n/a (female)
3825	n/a (female)
3825	R1b1a1b1a1a2
3825	n/a (female)
3825	n/a (female)
3825	R1b1a1b1a1a2a1
3842	R1b1a1b1a1a2
3814	R1b1a1b1a1a2a1b
3825	n/a (female)
3754	n/a (female)
3775	n/a (female)
3763	R1b1a1b1a1
3825	n/a (female)
3825	R1b1a1b1a1
3825	R1b1a1b1a1a2a1
3822	R1b1a1b1a1a2a1
3825	n/a (female)
3825	n/a (female)
3600	R1b1a1b1a1a2a1
3825	R1b1a1b1a1a2a1
3580	R1b1a1b1a1a2a1
3825	n/a (female)
3825	n/a (female)
3696	R1b1a1b1a1a
3600	R1b1a1b1a1a2a1
3825	R1b1a1b1a1a2a1
3600	n/a (female)
3600	n/a (female)
3825	n/a (female)
3600	R1b1a1b1a1a2
3825	R1b1a1b1a1a2a1
3788	n/a (female)
3825	n/a (female)
3598	n/a (female)
3600	R1b1a1b1a1a2
3600	n/a (female)
3825	n/a (female)
3825	R1b1a1b1a1a2a1
3825	n/a (female)
3765	R1b1a1b1a1a2a1
3050	R1b1a1b1a1a2
3050	R1b1a1b
3050	R1b1a1b
3050	n/a (female)
3050	n/a (female)
3050	R1b1a1b1a1a2a1
3628	n/a (female)
3632	G2a2b 
3400	R1b-DF27
3725	..
3914	n/a (female)
3600	R1b1a1b1a1a2
3961	R1b1a1b1a1a2
4029	R1b1a1b1a1a2
3981	E1b1b1a1b1
3825	n/a (female)
3515	R1b1a1b1a1a2
3670	R1b1a1b1a1a2
3825	R1b1a1b1a1a2
3685	n/a (female)
4209	..
4439	..
4500	n/a (female)
4500	n/a (female)
4500	R1b1a (xR1b1a1a2a)
4500	n/a (female)
4500	n/a (female)
4737	..
4500	n/a (female)
4500	..
4350	n/a (female)
4287	..
4500	n/a (female)
4346	..
4522	..
4550	n/a (female)
4595	n/a (female)
4550	n/a (female)
4403	I2a2a
4550	n/a (female)
4653	n/a (female)
4550	..
4550	..
4550	n/a (female)
4550	I2a1a1
4550	G2a
4500	n/a (female)
5126	n/a (female)
4850	..
4904	n/a (female)
4825	..
4825	n/a (female)
4927	..
4427	I2a1b1
4825	n/a (female)
4891	n/a (female)
4327	..
4811	..
4850	I2a2a
4850	n/a (female)
4850	n/a (female)
4959	..
4950	n/a (female)
4316	n/a (female)
4302	n/a (female)
4915	..
4550	I2a2a
4200	n/a (female)
4100	..
4200	n/a (female)
4200	..
3947	..
4100	n/a (female)
4100	n/a (female)
4550	..
4100	..
4550	n/a (female)
4550	..
4550	n/a (female)
4650	..
4050	..
4459	n/a (female)
4050	n/a (female)
4650	..
4650	n/a (female)
4650	n/a (female)
4650	..
4650	n/a (female)
4650	..
4650	..
4650	n/a (female)
4650	n/a (female)
4650	..
4588	..
4588	..
5100	n/a (female)
4692	..
4550	..
4650	n/a  (sex unknown)
4270	..
4550	..
4181	..
4335	n/a (female)
3803	n/a (female)
4100	n/a (female)
4100	n/a (female)
4450	n/a (female)
4746	H2-P96
4121	..
4367	..
4241	n/a (female)
4405	n/a (female)
4300	..
4300	n/a (female)
4300	..
4077	..
4200	..
4200	..
4200	..
4100	n/a (female)
4200	..
4746	..
4955	G2a2a
4100	..
4550	..
3840	..
3895	n/a (female)
4200	..
4650	n/a (female)
4650	..
4971	n/a (female)
4868	I2-M223
4849	..
4138	n/a (female)
5397	..
5122	n/a (female)
5111	..
4955	..
3775	..
3775	..
3650	n/a (female)
3650	..
3650	n/a (female)
3527	..
3475	..
3475	n/a (female)
3558	n/a (female)
4037	..
3500	n/a (female)
4074	..
4050	n/a (female)
3575	..
3603	..
3575	..
3450	n/a (female)
3450	n/a (female)
3450	..
3781	..
3860	..
3642	..
3550	..
3550	n/a (female)
3550	n/a (female)
3614	n/a (female)
3609	R1b1a1b1a1a2a (R-DF27)
3735	..
3426	n/a (female)
3680	n/a (female)
3641	..
3650	..
3650	n/a (female)
3650	..
3590	..
3550	n/a (female)
3550	..
3760	n/a (female)
3650	n/a (female)
4333	n/a (female)
2608	n/a (female)
18775	n/a (female)
7127	I2a1b
7127	R1b
7075	I2a1b
6420	n/a (female)
7019	G2a2a1
7210	n/a (female)
7106	R1b1a 
7177	..
7143	n/a (female)
6703	n/a (female)
7069	n/a (female)
6900	n/a (female)
7107	F
6896	n/a (female)
7069	..
7345	n/a (female)
7127	..
6900	n/a (female)
6900	n/a (female)
3748	n/a (female)
2526	n/a (female)
2554	..
2375	..
2425	..
2375	..
2375	n/a (female)
2375	n/a (female)
2375	..
2400	..
2400	n/a (female)
2150	..
2226	..
2150	n/a (female)
2103	..
2179	n/a (female)
7811	..
7815	..
7858	..
7957	..
24450	..
24450	..
7811	..
7089	n/a (female)
9109	n/a (female)
2375	..
2550	..
2599	..
2400	..
2360	n/a (female)
2429	n/a (female)
2347	..
2150	..
2150	..
2500	n/a (female)
2226	..
2175	..
2550	n/a (female)
2226	n/a (female)
2222	..
2300	n/a (female)
2443	n/a (female)
2553	n/a (female)
2223	..
2175	..
2150	R1b1a1a2a1a2
2200	n/a  (sex unknown)
2550	..
2550	n/a (female)
2550	n/a (female)
3500	R1b1a1b1a1a2a1
3461	R1b1a1b1a1a2a1
3100	..
2826	n/a (female)
3100	n/a (female)
3100	..
3100	..
3350	..
2025	n/a (female)
2050	n/a (female)
2036	..
2050	..
5630	I2-Z161
5657	..
3250	n/a (female)
3250	..
3275	..
3428	..
3301	n/a (female)
3748	n/a (female)
3275	..
2809	..
2809	..
5753	I2a1a1
5809	I2a1a1
5700	..
5700	..
5700	n/a (female)
5686	n/a (female)
4900	..
4900	..
4900	..
4900	..
4900	..
4900	n/a (female)
4900	..
5050	..
5050	..
5050	n/a (female)
5050	n/a (female)
4900	n/a (female)
4900	..
4900	n/a (female)
5200	..
5950	n/a (female)
5950	n/a (female)
6100	n/a (female)
5396	n/a (female)
5411	..
5625	n/a (female)
5527	..
5050	..
5050	..
5050	..
5050	..
5050	..
4809	..
5803	..
5521	..
5845	..
5613	n/a (female)
5945	..
6100	n/a (female)
5350	..
5387	n/a (female)
5396	n/a (female)
5625	n/a  (sex unknown)
4900	..
4900	..
5403	n/a (female)
5950	n/a (female)
4900	..
5877	n/a (female)
4466	n/a (female)
4050	n/a (female)
4040	R1b1a1b1a1a2
4155	R1b1a1b
4050	n/a (female)
1947	n/a (female)
3448	n/a (female)
3729	n/a (female)
3764	R1b1a1b1a1a2a1
3600	n/a (female)
3849	R1b1a1b
3450	R1b1a1b1a1a2
3524	n/a (female)
4750	n/a (female)
3741	n/a (female)
3610	R1b1a1b1a1a2a1
3761	n/a (female)
3644	n/a (female)
4337	n/a (female)
4435	G2a2b2a1a1c1a
4750	n/a (female)
4750	I2a1a2
4750	n/a (female)
4750	n/a (female)
4750	H2
4750	H2
4750	n/a (female)
4750	n/a (female)
4750	G2a2a1a
4750	n/a (female)
4750	I2a1a
4750	I2a1b1a1b2
4750	I2a1a
4750	n/a (female)
4750	..
4750	I2a1b1
4750	n/a (female)
4750	n/a  (sex unknown)
4239	I2a1a1a1a1
4750	H2
4750	H2
4239	..
4350	n/a (female)
4750	n/a (female)
4750	I2a1a2a1a
4750	I2a1a1a1a1
4750	I2a1a
3600	n/a (female)
4750	n/a (female)
4750	I2a1a
4750	n/a (female)
4750	n/a (female)
4724	I2a1a
11908	C1a1a
13015	I1
3825	R1b1a1b1a1a2a1
40922	..
5282	n/a (female)
5367	n/a (female)
5154	..
5111	..
4705	..
5053	..
3344	..
3233	..
3312	n/a (female)
4483	R-Z283
4492	n/a (female)
4617	n/a (female)
4487	..
4955	..
5084	n/a (female)
4829	n/a (female)
4924	n/a (female)
4929	..
5145	I2-M438
5178	n/a (female)
4929	..
5145	I2-M438
5178	n/a (female)
4780	n/a (female)
4865	..
4675	n/a (female)
4780	n/a (female)
4702	n/a (female)
4898	I2a-L460
4469	..
4663	I2-M438
4933	I2a-L460
4778	I2a1a-CTS595
4802	..
4865	..
4864	..
4868	I2a1b1-L161
4879	n/a (female)
4879	n/a (female)
4675	n/a (female)
4702	n/a (female)
4898	I2a-L460
4469	..
4663	I2-M438
4933	I2a-L460
4778	I2a1a-CTS595
4802	..
4864	..
4868	I2a1b1-L161
7365	..
3787	..
3704	n/a (female)
3843	..
3895	n/a (female)
4082	..
4306	..
8892	..
8771	..
8895	n/a (female)
9144	n/a (female)
5746	n/a (female)
4755	n/a (female)
4928	n/a (female)
4924	n/a (not published)
5084	n/a (female)
7564	n/a (female)
7598	..
7722	..
7686	n/a (female)
7710	..
7624	I2a1b
7599	n/a (female)
7624	I2a1b2a1 or I2a1b 
4700	..
4575	..
4849	I2-M438
4700	n/a (not published)
4700	n/a (female)
4700	I2a1
4700	n/a (not published)
4175	..
4175	..
4175	n/a (female)
13698	I2a
4087	n/a (female)
4498	n/a (female)
4550	n/a (female)
4344	n/a (female)
4327	n/a (female)
4949	n/a (female)
4322	n/a (female)
4573	n/a (female)
4399	..
4058	n/a (female)
4523	..
4495	n/a (female)
4351	n/a (female)
4509	n/a (female)
4235	n/a (female)
4461	..
4099	..
2032	n/a (female)
3576	..
3762	n/a (female)
4225	..
4470	..
4530	..
4675	..
4672	..
3970	..
4939	..
4833	n/a (female)
4902	..
4897	..
4942	n/a (female)
4878	..
4838	n/a (female)
4885	n/a (female)
4842	..
4825	..
4740	..
4722	..
4839	..
4919	n/a (female)
4970	..
4906	n/a (female)
4799	..
4750	..
4851	n/a (female)
4848	n/a (female)
5164	..
5158	..
4950	n/a (female)
4950	n/a (female)
4950	..
4950	..
4950	..
4992	..
5165	..
5125	..
5165	n/a (female)
5122	n/a (female)
4828	n/a (female)
4975	n/a (female)
4806	n/a (female)
4865	..
4830	n/a (female)
4804	..
4853	..
6338	n/a (female)
6355	n/a (female)
4825	..
4899	n/a (female)
5130	..
5160	..
4757	..
4885	n/a (female)
4864	..
5055	..
4635	..
3800	..
3850	n/a (female)
3850	..
3850	n/a (female)
4550	..
4470	..
3850	n/a (female)
3914	n/a (female)
4004	..
4275	n/a (female)
3850	..
2818	n/a  (sex unknown)
3850	n/a (female)
3850	n/a  (sex unknown)
3800	n/a  (sex unknown)
3800	n/a  (sex unknown)
3169	n/a (female)
8195	..
7550	n/a (female)
3475	n/a (female)
3423	n/a (female)
3504	n/a (female)
4450	..
5450	n/a (female)
5526	n/a (female)
2036	..
1958	..
2051	..
7070	..
3023	n/a (female)
3023	n/a (female)
18500	n/a (female)
1924	E1b1b1b2b2; E-V1486 (probably E-M293 but not covered)
2273	n/a (female)
2409	n/a (female)
2587	E1b1b1a1b2; E-V22
2566	n/a (female)
1950	n/a (female)
2051	E1b1b1b2b2a1; E-M293
2603	n/a (female)
3050	n/a (female)
2603	n/a (female)
3050	..
2450	..
3300	n/a (female)
2625	..
2625	n/a (female)
2655	n/a (female)
3378	..
3388	..
3773	..
3752	..
3620	..
3734	n/a (female)
3629	..
3861	..
3503	n/a (female)
3478	n/a (female)
3382	..
3395	n/a (female)
3785	n/a (female)
3889	n/a (female)
3711	n/a (female)
3627	..
3705	n/a (female)
3743	n/a (female)
3467	n/a (female)
3697	n/a (female)
3820	..
3754	n/a (female)
3337	n/a (female)
3844	..
3780	..
3699	n/a (female)
3473	n/a (female)
3514	n/a (female)
2565	..
2565	n/a (female)
2565	n/a (female)
2565	n/a (female)
2565	..
2565	..
2565	n/a (female)
2565	n/a (female)
2565	n/a (female)
2565	..
2565	..
2565	n/a (female)
4342	..
4553	n/a (female)
4625	n/a (female)
4640	..
5632	..
5650	n/a (female)
5159	n/a (female)
5255	..
5212	..
5166	..
5260	..
5393	..
5177	..
5413	..
5227	..
5163	n/a (female)
5190	..
5254	..
5175	..
5638	n/a (female)
5767	..
5384	..
9483	n/a (female)
9647	n/a (female)
9845	n/a (female)
9888	n/a (female)
9837	n/a (female)
9827	n/a (female)
10018	n/a (female)
3825	..
3825	n/a (female)
3825	..
4300	..
9900	n/a (female)
9900	n/a (female)
10190	n/a (female)
9900	..
9900	..
10220	n/a (female)
10032	..
10078	n/a (female)
10075	..
7516	n/a (female)
5461	..
6450	n/a (female)
6450	..
6450	n/a (female)
5770	n/a (female)
5770	n/a (female)
5200	n/a (female)
5770	n/a (female)
5770	n/a (female)
5770	n/a (female)
5446	n/a (female)
5450	n/a (female)
5526	n/a (female)
5415	..
5480	n/a (female)
5480	n/a (female)
5518	..
5525	..
5538	n/a (female)
5526	..
5480	n/a (female)
5529	n/a (female)
8577	..
8559	n/a (female)
8789	..
8500	n/a (female)
8661	..
8500	..
8500	n/a (female)
8517	n/a (female)
8274	n/a (female)
8568	n/a (female)
8105	n/a (female)
8506	n/a (female)
8500	n/a (female)
8636	n/a (female)
4168	..
4247	n/a (female)
4450	n/a (female)
4450	..
4450	..
4450	n/a (female)
4355	..
4514	n/a (female)
4479	n/a (female)
4711	n/a (female)
4955	..
4991	..
4678	..
4635	n/a (female)
4729	n/a (female)
4925	n/a (female)
4621	n/a (female)
5166	n/a (female)
4942	n/a (female)
4924	n/a (female)
4700	n/a (female)
4796	..
4439	..
4355	..
4514	n/a (female)
4479	n/a (female)
4660	n/a (female)
4575	..
4575	..
4575	n/a (female)
4450	..
4571	..
4700	..
3256	n/a (female)
15411	..
2368	..
2127	n/a (female)
2127	..
2127	n/a (female)
2127	..
2127	n/a (female)
2127	n/a (female)
2094	..
2197	n/a (female)
2127	n/a (female)
2127	n/a (female)
2127	..
2071	..
2133	n/a (female)
2350	..
2217	..
2127	n/a (female)
2133	n/a (female)
2500	n/a (female)
2500	..
2593	n/a (female)
2500	..
2750	..
2750	..
2750	n/a (female)
2750	n/a (female)
2500	n/a (female)
2582	n/a (female)
2603	..
2750	n/a (female)
2500	n/a (female)
2401	..
2500	n/a (female)
5165	n/a (female)
5250	..
5206	n/a (female)
5218	n/a (female)
5396	n/a (female)
5284	n/a (female)
5250	..
5250	n/a (female)
5821	..
5397	n/a (female)
5392	n/a (female)
5405	n/a (female)
5496	..
5480	n/a (female)
5250	..
6550	n/a (female)
5615	n/a (female)
5535	n/a (female)
5950	n/a (female)
5193	n/a (female)
5000	n/a (female)
5176	..
5525	..
3700	n/a (female)
3700	n/a (female)
3583	..
3695	..
3540	n/a (female)
4450	..
3700	..
3700	..
3700	n/a  (sex unknown)
3931	..
3658	n/a (female)
8096	n/a (female)
8101	..
8085	..
7870	..
7950	..
7950	..
8300	n/a (female)
8270	..
8243	..
7928	..
8300	..
8282	..
8282	n/a (female)
8300	..
8300	..
7925	n/a (female)
8072	n/a (female)
8205	n/a (female)
8252	n/a (female)
8273	..
8021	n/a (female)
7925	..
7870	..
7950	..
7950	..
8072	n/a (female)
8205	n/a (female)
8252	n/a (female)
8273	..
8021	n/a (female)
8104	n/a (female)
8104	n/a (female)
8273	..
8272	..
8064	n/a (female)
8273	..
3575	..
3575	n/a (female)
2596	n/a (female)
10700	n/a (female)
7629	..
7602	..
7620	n/a (female)
7661	..
7550	n/a (female)
6889	..
8099	..
8518	..
8487	n/a (female)
8419	..
8237	n/a (female)
4100	n/a  (sex unknown)
4182	J2b
4100	n/a  (sex unknown)
4100	..
4100	n/a  (sex unknown)
4100	n/a  (sex unknown)
4100	n/a  (sex unknown)
4042	n/a (female)
4188	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	..
5050	..
5050	n/a (female)
5050	n/a (female)
5050	n/a (female)
5050	..
5050	n/a (female)
4963	..
5050	..
5163	n/a (female)
5050	..
5050	..
5050	..
5050	n/a (female)
5050	..
5050	n/a (female)
5050	n/a (female)
5013	n/a (female)
4943	n/a  (sex unknown)
4862	n/a (female)
5050	n/a (female)
5100	n/a (female)
5160	J
5150	n/a (female)
5173	n/a (female)
5174	..
5021	n/a (female)
4998	n/a (female)
5450	n/a (female)
4924	n/a (female)
5450	..
5450	n/a (female)
5450	..
4550	n/a (female)
4450	..
3750	n/a (female)
4200	..
4225	..
3832	..
4163	n/a (female)
4060	..
4023	n/a (female)
3947	n/a (female)
3994	n/a (female)
4038	n/a (female)
3881	..
4051	..
3916	n/a (female)
4079	n/a (female)
4011	n/a (female)
4056	..
3966	n/a (female)
3975	..
4139	n/a (female)
4000	n/a (female)
4050	n/a  (sex unknown)
3850	n/a (female)
4050	n/a (female)
4000	..
4000	..
4000	..
4000	n/a (female)
4000	n/a (female)
4000	..
4000	n/a (female)
4000	n/a (female)
4000	..
4000	n/a (female)
4050	..
3850	n/a (female)
3850	..
4050	n/a (female)
4068	n/a (female)
4082	..
4023	n/a (female)
4254	..
4211	n/a (female)
4113	..
4015	..
3800	n/a (female)
2802	..
3250	n/a (female)
3400	n/a (female)
3250	..
4148	n/a (female)
3985	..
4286	n/a (female)
3136	..
2847	n/a (female)
4734	..
4735	..
4850	n/a (female)
4850	n/a (female)
4620	n/a (female)
4850	n/a (female)
5394	n/a (female)
5005	n/a (female)
5622	..
5675	..
4773	..
4781	n/a (female)
2246	..
2246	..
2495	n/a (female)
2593	..
2544	..
2553	..
2231	..
2515	..
2220	n/a (female)
2429	n/a (female)
2587	n/a (female)
10200	n/a (female)
10081	..
10658	..
8832	..
10658	..
10358	n/a (female)
8099	n/a (female)
7218	n/a (female)
8100	..
8110	n/a (female)
7348	..
7100	..
7526	..
7242	..
7217	..
6593	n/a (female)
7350	..
7095	..
7048	..
7092	..
7069	..
7297	..
7465	..
7249	..
7208	..
6950	..
6950	..
7139	..
7377	..
6942	..
6950	..
7313	..
7334	n/a (female)
7077	..
7212	..
6988	n/a (female)
7287	..
7200	n/a (female)
7300	..
7300	..
4955	n/a (female)
2550	n/a (female)
2568	..
2606	n/a (female)
2176	n/a (female)
2070	..
10366	..
9005	n/a (female)
11425	n/a (female)
11425	n/a (female)
12712	Q-L54*(xM3)
4875	..
4875	n/a (female)
4875	..
4875	..
4875	..
4409	..
4842	..
5164	..
4875	..
4378	..
5109	..
4875	n/a (female)
4875	n/a (female)
5390	..
4875	n/a (female)
4409	..
4875	..
4875	..
5053	..
2635	n/a (female)
1935	n/a (female)
10962	..
10988	..
8752	..
3400	n/a (female)
3400	n/a (female)
3526	..
3400	n/a (female)
3400	..
3400	..
3400	..
3400	..
3745	..
3400	n/a (female)
3400	..
3400	n/a (female)
3497	..
5099	..
3900	n/a (female)
3458	n/a (female)
3609	n/a (female)
3421	n/a (female)
3461	..
3542	n/a (female)
3756	n/a (female)
3900	n/a (female)
3900	n/a (female)
3642	n/a (female)
3050	..
3050	..
3369	..
3614	..
3950	..
3685	..
3768	n/a (female)
3750	n/a (female)
3790	n/a (female)
3925	n/a (female)
3824	n/a (female)
3754	..
3750	..
3790	..
3853	..
3766	n/a (female)
3750	..
3875	..
3853	n/a (female)
6356	n/a  (sex unknown)
2038	n/a (female)
2240	n/a (female)
2238	n/a (female)
2260	..
2260	..
2400	..
2525	n/a (female)
2490	..
2567	..
2665	n/a (female)
2870	n/a (female)
2885	n/a (female)
2945	n/a (female)
2820	..
2885	n/a (female)
2870	n/a (female)
2945	n/a (female)
2950	..
2990	..
2950	..
2885	..
2345	..
2235	..
2230	..
2337	..
2226	n/a (female)
2263	..
2250	n/a (female)
2250	..
1947	..
1947	..
2237	n/a (female)
2242	n/a (female)
2138	n/a (female)
2248	n/a (female)
3950	n/a (female)
2271	n/a (female)
2648	..
4168	n/a (female)
3949	n/a (female)
3715	..
3762	n/a (female)
3684	..
3850	n/a (female)
3850	..
3949	n/a (female)
3762	n/a (female)
3684	..
3850	..
3758	..
3850	..
3758	..
50000	n/a (female)
50000	n/a (female)
3563	R1b1a1b1a1a2
2042	n/a (female)
2644	n/a (female)
3050	R1b1a1b1a1a2c1a1h
3350	n/a (female)
3277	n/a (female)
3250	n/a  (sex unknown)
3383	R1b1a1b1a1a2c1
9580	I2a1b1
9580	I2a2
2250	R1b1a1b1a1a2c1
2226	n/a (female)
2226	R1b1a1b1a1a2
2226	n/a (female)
4686	I2a1b1a1a1
5300	I2a1a1b
5533	n/a (female)
4918	n/a (female)
5600	I2a1b1a1a1
5533	n/a (female)
5300	I
5533	n/a (female)
4776	n/a (female)
4918	n/a (female)
5600	..
5200	n/a (female)
5095	n/a (female)
3715	G2a2a1a2a2a1~-Z31430
3650	G2a2a1a2a2a1~-Z31430
3650	G2a2a1a2a2a1~-Z31430
3650	G2a2a1-PF3148
3650	n/a (female)
3650	n/a (female)
6450	n/a (female)
6450	J-M304
6450	n/a (female)
6450	n/a (female)
6635	I2a2a-M223
6450	n/a (female)
6450	n/a (female)
6450	n/a (female)
6450	n/a (female)
6488	n/a (female)
6450	n/a (female)
6450	n/a (female)
6450	I2a2a-M223
6450	n/a (female)
6324	G2a2b2a1a1-PF3345
6450	G2a2a-PF3147
4626	n/a (female)
43106	..
43106	..
45371	..
43689	n/a (female)
45117	..
34948	n/a (female)
40022	..
3550	n/a (female)
3550	J2a1a1a2b2a3b1~
3550	J2a1a1a2
3550	J2a1a1a~
3550	..
3550	LT [K1]
3550	n/a (female)
3550	J2a1a1a2b2a
3550	n/a (female)
3550	E1b1b1
3550	T1a1a
4498	Q1b1
4498	n/a (female)
4200	n/a (female)
4200	R1b1a2a2c1
4200	R1b1a1a2a2
4200	n/a (female)
4200	R1b1a2a2c1
4200	Q1a2a1c
4498	Q1b1
4632	R1b1a1a2a2
2371	n/a (female)
2221	C2b1c
2221	C2b1c
2214	n/a (female)
4224	R1b1a1a2a2
4224	Q1b
4224	n/a (female)
4224	n/a (female)
4224	..
4409	n/a (female)
4038	R1b1a1a2a2
4187	..
4224	R1b1a1a2a2
4224	n/a (female)
2182	n/a (female)
4131	n/a (female)
4531	n/a (female)
4952	C2b1
3207	n/a (female)
2574	n/a (female)
2574	n/a (female)
2574	n/a (female)
2574	..
2574	n/a (female)
2574	n/a (female)
2351	n/a (female)
2538	..
2538	R1b1
2538	..
2446	n/a (female)
2446	Q1a2a
2446	Q1b1b2a
2446	L~
2246	n/a (female)
2617	..
2517	..
2420	..
2367	n/a (female)
3360	n/a (female)
2154	..
2419	n/a (female)
2204	..
2247	..
2229	..
2226	n/a (female)
2034	..
2420	n/a (female)
2145	n/a (female)
2130	..
2038	..
2130	n/a (female)
